datetime,open,high,low,close,volume,name
2020-04-01,7459.72363,7566.34619,7301.97852,7365.45605,4434303357,IXIC
2020-03-31,7743.04980,7880.31348,7642.87939,7694.66943,1761597860,IXIC
2020-03-30,7587.31055,7784.34619,7539.96582,7770.03711,1979451848,IXIC
2020-03-27,7574.37207,7715.94189,7493.79736,7499.83838,3446107920,IXIC
2020-03-26,7468.89111,7808.19678,7468.89111,7792.99756,6878229161,IXIC
2020-03-25,7418.16309,7670.94434,7276.55908,7383.61963,7215439423,IXIC
2020-03-24,7205.24219,7412.11377,7169.86084,7412.11377,4028199760,IXIC
2020-03-23,6855.82861,6984.60352,6632.15430,6854.73291,2748553987,IXIC
2020-03-20,7246.74365,7353.59375,6854.67041,6870.25537,2294015009,IXIC
2020-03-19,6996.28711,7341.23340,6859.47021,7147.15918,937467846,IXIC
2020-03-18,6926.21191,7181.02881,6686.64746,7039.01611,1069934496,IXIC
2020-03-17,7075.31934,7405.18506,6829.95996,7331.93799,563702922,IXIC
2020-03-16,7392.72852,7422.08643,6882.86377,6900.25195,3711210092,IXIC
2020-03-12,7399.89697,7530.14600,7263.42822,7308.78809,1710186152,IXIC
2020-03-11,8135.79639,8179.73682,7853.12842,7953.23682,6184943175,IXIC
2020-03-10,8219.76074,8341.73633,7930.43066,8341.73633,4419913152,IXIC
2020-03-09,7961.88672,8243.23340,7943.46436,7943.46436,3009764561,IXIC
2020-03-06,8478.81641,8612.29590,8375.22266,8573.75195,6916672345,IXIC
2020-03-05,8793.82129,8920.49414,8677.40820,8742.39355,9562372541,IXIC
2020-03-04,8836.55176,9019.36035,8757.89258,9013.53125,4890284480,IXIC
2020-03-03,8965.10449,9070.32227,8604.10352,8676.51172,4386397051,IXIC
2020-03-02,8667.13965,8952.80957,8543.34961,8952.16992,4232760000,IXIC
2020-02-28,8269.74023,8591.82031,8264.16016,8567.37012,5301170000,IXIC
2020-02-27,8744.03027,8904.11035,8562.04980,8566.48047,390750000,IXIC
2020-02-26,9011.54980,9148.32031,8927.79980,8980.78027,3567830000,IXIC
2020-02-25,9301.20020,9315.25977,8940.49023,8965.61035,3583400000,IXIC
2020-02-24,9188.44043,9322.87988,9166.00977,9221.28027,3177000000,IXIC
2020-02-21,9708.00977,9715.95020,9542.33008,9576.58984,2743010000,IXIC
2020-02-20,9799.20020,9820.86035,9636.94043,9750.96973,2735610000,IXIC
2020-02-19,9782.80957,9838.37012,9777.09961,9817.17969,2462530000,IXIC
2020-02-18,9679.04004,9747.67969,9675.79980,9732.74023,2273460000,IXIC
2020-02-14,9728.90039,9746.36035,9693.04980,9731.17969,2222240000,IXIC
2020-02-13,9657.04004,9748.32031,9650.01953,9711.96973,2239270000,IXIC
2020-02-12,9688.59961,9728.76953,9666.69043,9725.95996,2355000000,IXIC
2020-02-11,9680.88965,9714.74023,9617.20996,9638.94043,2423670000,IXIC
2020-02-10,9493.62988,9628.66016,9493.62988,9628.38965,2179310000,IXIC
2020-02-07,9526.63965,9570.08984,9496.53027,9520.50977,2238670000,IXIC
2020-02-06,9540.98047,9575.66016,9505.67969,9572.15039,2267300000,IXIC
2020-02-05,9574.09961,9574.94043,9454.92969,9508.67969,2462470000,IXIC
2020-02-04,9398.38965,9485.37988,9374.04980,9467.96973,2445420000,IXIC
2020-02-03,9190.71973,9299.84961,9188.54980,9273.40039,2420510000,IXIC
2020-01-31,9324.33008,9324.79980,9123.21973,9150.94043,2685840000,IXIC
2020-01-30,9211.15039,9303.00000,9185.17969,9298.92969,2333500000,IXIC
2020-01-29,9318.25977,9329.12012,9249.04004,9275.16016,2223480000,IXIC
2020-01-28,9201.82031,9288.87012,9182.33008,9269.67969,2157830000,IXIC
2020-01-27,9092.45996,9185.45020,9088.04004,9139.30957,2583330000,IXIC
2020-01-24,9446.20996,9451.42969,9273.23047,9314.91016,2611710000,IXIC
2020-01-23,9377.71973,9409.20020,9334.12988,9402.48047,2460050000,IXIC
2020-01-22,9413.61035,9439.29004,9375.12988,9383.76953,2449390000,IXIC
2020-01-21,9361.07031,9397.58008,9350.20020,9370.80957,2684540000,IXIC
2020-01-17,9392.37012,9393.48047,9346.80957,9388.94043,2522670000,IXIC
2020-01-16,9313.45020,9357.91992,9301.32031,9357.12988,2301400000,IXIC
2020-01-15,9253.75977,9298.82031,9231.13965,9258.70020,2435650000,IXIC
2020-01-14,9270.61035,9298.33008,9226.49023,9251.33008,2542170000,IXIC
2020-01-13,9213.71973,9274.49023,9193.05957,9273.92969,2530270000,IXIC
2020-01-10,9232.95020,9235.20020,9164.66016,9178.86035,2378990000,IXIC
2020-01-09,9202.26953,9215.95020,9158.50000,9203.42969,2534700000,IXIC
2020-01-08,9068.03027,9168.88965,9059.37988,9129.24023,2464090000,IXIC
2020-01-07,9076.63965,9091.92969,9042.54980,9068.58008,2352850000,IXIC
2020-01-06,8943.50000,9072.41016,8943.50000,9071.46973,2788120000,IXIC
2020-01-03,8976.42969,9065.75977,8976.42969,9020.76953,2567400000,IXIC
2020-01-02,9039.45996,9093.42969,9010.88965,9092.19043,2848370000,IXIC
